,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
2552,"4Evning - 19,22",20.8,20.025,0.118,0.101,NA,NA,NA,NA,230,2013-08-17 19:00:00
2553,"4Evning - 19,22",19.45,18.93,0.117,0.096,NA,NA,NA,NA,230,2013-08-17 20:00:00
2554,"4Evning - 19,22",18.56,18.24,0.116,0.093,NA,NA,NA,NA,230,2013-08-17 21:00:00
2555,"4Evning - 19,22",17.56,17.79,0.116,0.091,NA,NA,NA,NA,230,2013-08-17 22:00:00
2556,"5Night - 23,2",17.01,17.37,0.115,0.09,NA,NA,NA,NA,230,2013-08-17 23:00:00
2557,"5Night - 23,2",16.91,16.885,0.115,0.089,NA,NA,NA,NA,230,2013-08-18 00:00:00
2558,"5Night - 23,2",16.46,16.655,0.114,0.088,NA,NA,NA,NA,230,2013-08-18 01:00:00
2559,"5Night - 23,2",16.34,16.45,0.113,0.086,NA,NA,NA,NA,230,2013-08-18 02:00:00
2560,"6Erly Morn - 3,6",16.2,16.18,0.113,0.085,NA,NA,NA,NA,230,2013-08-18 03:00:00
2561,"6Erly Morn - 3,6",15.59,15.895,0.112,0.083,NA,NA,NA,NA,230,2013-08-18 04:00:00
2562,"6Erly Morn - 3,6",15.48,15.845,0.112,0.082,NA,NA,NA,NA,230,2013-08-18 05:00:00
2563,"6Erly Morn - 3,6",15.45,15.56,0.111,0.081,NA,NA,NA,NA,230,2013-08-18 06:00:00
2564,"1Morning - 7,10",14.5,15.405,0.111,0.079,NA,NA,NA,NA,230,2013-08-18 07:00:00
2565,"1Morning - 7,10",14.98,16.265,0.111,0.078,NA,NA,NA,NA,230,2013-08-18 08:00:00
2566,"1Morning - 7,10",16.14,17.695,0.11,0.076,NA,NA,NA,NA,230,2013-08-18 09:00:00
2567,"1Morning - 7,10",16.36,18.78,0.109,0.073,NA,NA,NA,NA,230,2013-08-18 10:00:00
2568,"2Day - 11,14",15.4,18.465,0.107,0.068,NA,NA,NA,NA,230,2013-08-18 11:00:00
2569,"2Day - 11,14",15.78,17.845,0.105,0.065,NA,NA,NA,NA,231,2013-08-18 12:00:00
2570,"2Day - 11,14",17.7,18.815,0.102,0.061,NA,NA,NA,NA,231,2013-08-18 13:00:00
2571,"2Day - 11,14",18.86,19.405,0.099,0.058,NA,NA,NA,NA,231,2013-08-18 14:00:00
2572,"3Afternoon - 15,18",18.97,20.235,0.097,0.056,NA,NA,NA,NA,231,2013-08-18 15:00:00
2573,"3Afternoon - 15,18",18.87,20.305,0.094,0.053,NA,NA,NA,NA,231,2013-08-18 16:00:00
2574,"3Afternoon - 15,18",18.83,19.59,0.091,0.052,NA,NA,NA,NA,231,2013-08-18 17:00:00
2575,"3Afternoon - 15,18",17.55,18.415,0.089,0.051,NA,NA,NA,NA,231,2013-08-18 18:00:00
2576,"4Evning - 19,22",16.44,17.365,0.088,0.051,NA,NA,NA,NA,231,2013-08-18 19:00:00
2577,"4Evning - 19,22",15.87,16.375,0.087,0.051,NA,NA,NA,NA,231,2013-08-18 20:00:00
2578,"4Evning - 19,22",15.05,15.84,0.086,0.052,NA,NA,NA,NA,231,2013-08-18 21:00:00
2579,"4Evning - 19,22",15.39,15.72,0.086,0.052,NA,NA,NA,NA,231,2013-08-18 22:00:00
2580,"5Night - 23,2",13.29,14.63,0.085,0.052,NA,NA,NA,NA,231,2013-08-18 23:00:00
2581,"5Night - 23,2",14.75,15.445,0.085,0.053,NA,NA,NA,NA,231,2013-08-19 00:00:00
2582,"5Night - 23,2",15.78,15.865,0.085,0.053,NA,NA,NA,NA,231,2013-08-19 01:00:00
2583,"5Night - 23,2",15.85,15.67,0.084,0.052,NA,NA,NA,NA,231,2013-08-19 02:00:00
2584,"6Erly Morn - 3,6",15.31,15.41,0.083,0.051,NA,NA,NA,NA,231,2013-08-19 03:00:00
2585,"6Erly Morn - 3,6",15.35,15.315,0.083,0.052,NA,NA,NA,NA,231,2013-08-19 04:00:00
2586,"6Erly Morn - 3,6",14.67,14.775,0.083,0.053,NA,NA,NA,NA,231,2013-08-19 05:00:00
2587,"6Erly Morn - 3,6",14.36,14.735,0.083,0.052,NA,NA,NA,NA,231,2013-08-19 06:00:00
2588,"1Morning - 7,10",13.99,14.78,0.082,0.051,NA,NA,NA,NA,231,2013-08-19 07:00:00
2589,"1Morning - 7,10",15.13,16.075,0.082,0.051,NA,NA,NA,NA,231,2013-08-19 08:00:00
2590,"1Morning - 7,10",16.27,18.05,0.082,0.051,NA,NA,NA,NA,231,2013-08-19 09:00:00
2591,"1Morning - 7,10",17.38,19.25,0.081,0.051,NA,NA,NA,NA,231,2013-08-19 10:00:00
2592,"2Day - 11,14",17.51,19.15,0.081,0.05,NA,NA,NA,NA,231,2013-08-19 11:00:00
2593,"2Day - 11,14",16.81,18.575,0.08,0.049,NA,NA,NA,NA,232,2013-08-19 12:00:00
2594,"2Day - 11,14",17.48,18.005,0.079,0.047,NA,NA,NA,NA,232,2013-08-19 13:00:00
2595,"2Day - 11,14",17.74,18.18,0.076,0.045,NA,NA,NA,NA,232,2013-08-19 14:00:00
2596,"3Afternoon - 15,18",18.45,18.785,0.065,0.044,NA,NA,NA,NA,232,2013-08-19 15:00:00
2597,"3Afternoon - 15,18",19.94,20.325,0.065,0.043,NA,NA,NA,NA,232,2013-08-19 16:00:00
2598,"3Afternoon - 15,18",19.27,20.045,0.064,0.042,NA,NA,NA,NA,232,2013-08-19 17:00:00
2599,"3Afternoon - 15,18",17.47,18.795,0.063,0.041,NA,NA,NA,NA,232,2013-08-19 18:00:00
2600,"4Evning - 19,22",17.49,17.995,0.063,0.041,NA,NA,NA,NA,232,2013-08-19 19:00:00
2601,"4Evning - 19,22",15.55,16.41,0.063,0.042,NA,NA,NA,NA,232,2013-08-19 20:00:00
2602,"4Evning - 19,22",14.31,15.495,0.062,0.043,NA,NA,NA,NA,232,2013-08-19 21:00:00
2603,"4Evning - 19,22",12.88,14.81,0.062,0.043,NA,NA,NA,NA,232,2013-08-19 22:00:00
2604,"5Night - 23,2",11.39,13.86,0.062,0.044,NA,NA,NA,NA,232,2013-08-19 23:00:00
2605,"5Night - 23,2",10.74,13.54,0.062,0.045,NA,NA,NA,NA,232,2013-08-20 00:00:00
2606,"5Night - 23,2",10.65,13.46,0.062,0.045,NA,NA,NA,NA,232,2013-08-20 01:00:00
2607,"5Night - 23,2",10.63,13.575,0.062,0.045,NA,NA,NA,NA,232,2013-08-20 02:00:00
2608,"6Erly Morn - 3,6",11.01,13.815,0.062,0.046,NA,NA,NA,NA,232,2013-08-20 03:00:00
2609,"6Erly Morn - 3,6",11.54,13.925,0.062,0.046,NA,NA,NA,NA,232,2013-08-20 04:00:00
2610,"6Erly Morn - 3,6",11.52,13.865,0.062,0.047,NA,NA,NA,NA,232,2013-08-20 05:00:00
2611,"6Erly Morn - 3,6",11.58,14.155,0.062,0.047,NA,NA,NA,NA,232,2013-08-20 06:00:00
2612,"1Morning - 7,10",12.34,15.225,0.062,0.047,NA,NA,NA,NA,232,2013-08-20 07:00:00
2613,"1Morning - 7,10",14.72,16.895,0.062,0.048,NA,NA,NA,NA,232,2013-08-20 08:00:00
2614,"1Morning - 7,10",17.8,19.52,0.062,0.048,NA,NA,NA,NA,232,2013-08-20 09:00:00
2615,"1Morning - 7,10",18.75,20.42,0.062,0.047,NA,NA,NA,NA,232,2013-08-20 10:00:00
2616,"2Day - 11,14",20.36,19.77,0.063,0.046,NA,NA,NA,NA,232,2013-08-20 11:00:00
2617,"2Day - 11,14",19.01,19.31,0.062,0.044,NA,NA,NA,NA,233,2013-08-20 12:00:00
2618,"2Day - 11,14",18.91,19.6,0.062,0.043,NA,NA,NA,NA,233,2013-08-20 13:00:00
2619,"2Day - 11,14",19.93,20.005,0.062,0.042,NA,NA,NA,NA,233,2013-08-20 14:00:00
2620,"3Afternoon - 15,18",19.82,20.175,0.062,0.04,NA,NA,NA,NA,233,2013-08-20 15:00:00
2621,"3Afternoon - 15,18",19.55,21.105,0.061,0.039,NA,NA,NA,NA,233,2013-08-20 16:00:00
2622,"3Afternoon - 15,18",18.76,20.595,0.06,0.039,NA,NA,NA,NA,233,2013-08-20 17:00:00
2623,"3Afternoon - 15,18",19.37,20.69,0.059,0.039,NA,NA,NA,NA,233,2013-08-20 18:00:00
2624,"4Evning - 19,22",18.51,19.405,0.058,0.039,NA,NA,NA,NA,233,2013-08-20 19:00:00
2625,"4Evning - 19,22",15.63,17.03,0.058,0.039,NA,NA,NA,NA,233,2013-08-20 20:00:00
2626,"4Evning - 19,22",12.25,14.86,0.058,0.04,NA,NA,NA,NA,233,2013-08-20 21:00:00
2627,"4Evning - 19,22",10.88,13.57,0.057,0.041,NA,NA,NA,NA,233,2013-08-20 22:00:00
2628,"5Night - 23,2",9.74,12.965,0.057,0.041,NA,NA,NA,NA,233,2013-08-20 23:00:00
2629,"5Night - 23,2",9.41,12.53,0.057,0.042,NA,NA,NA,NA,233,2013-08-21 00:00:00
2630,"5Night - 23,2",9.05,12.12,0.057,0.042,NA,NA,NA,NA,233,2013-08-21 01:00:00
2631,"5Night - 23,2",8.92,12.19,0.057,0.043,NA,NA,NA,NA,233,2013-08-21 02:00:00
2632,"6Erly Morn - 3,6",9.68,12.625,0.058,0.044,NA,NA,NA,NA,233,2013-08-21 03:00:00
2633,"6Erly Morn - 3,6",9.83,12.995,0.058,0.044,NA,NA,NA,NA,233,2013-08-21 04:00:00
2634,"6Erly Morn - 3,6",10.87,13.585,0.058,0.045,NA,NA,NA,NA,233,2013-08-21 05:00:00
2635,"6Erly Morn - 3,6",11.27,14.13,0.058,0.045,NA,NA,NA,NA,233,2013-08-21 06:00:00
2636,"1Morning - 7,10",12.42,14.81,0.058,0.046,NA,NA,NA,NA,233,2013-08-21 07:00:00
2637,"1Morning - 7,10",13.63,15.835,0.058,0.046,NA,NA,NA,NA,233,2013-08-21 08:00:00
2638,"1Morning - 7,10",15.7,17.26,0.058,0.046,NA,NA,NA,NA,233,2013-08-21 09:00:00
2639,"1Morning - 7,10",16.5,17.66,0.059,0.046,NA,NA,NA,NA,233,2013-08-21 10:00:00
2640,"2Day - 11,14",16.29,17.94,0.058,0.046,NA,NA,NA,NA,233,2013-08-21 11:00:00
2641,"2Day - 11,14",17.09,18.405,0.055,0.047,NA,NA,NA,NA,234,2013-08-21 12:00:00
2642,"2Day - 11,14",16.65,18.525,0.055,0.049,NA,NA,NA,NA,234,2013-08-21 13:00:00
2643,"2Day - 11,14",16.07,18.575,0.057,0.064,NA,NA,NA,NA,234,2013-08-21 14:00:00
2644,"3Afternoon - 15,18",16.07,19.25,0.058,0.072,NA,NA,NA,NA,234,2013-08-21 15:00:00
2645,"3Afternoon - 15,18",19.25,20.68,0.058,0.068,NA,NA,NA,NA,234,2013-08-21 16:00:00
2646,"3Afternoon - 15,18",19.81,20.545,0.058,0.063,NA,NA,NA,NA,234,2013-08-21 17:00:00
2647,"3Afternoon - 15,18",18.82,19.875,0.058,0.061,NA,NA,NA,NA,234,2013-08-21 18:00:00
2648,"4Evning - 19,22",18.38,18.96,0.058,0.061,NA,NA,NA,NA,234,2013-08-21 19:00:00
2649,"4Evning - 19,22",17.1,17.485,0.058,0.06,NA,NA,NA,NA,234,2013-08-21 20:00:00
2650,"4Evning - 19,22",14.12,16.04,0.058,0.06,NA,NA,NA,NA,234,2013-08-21 21:00:00
2651,"4Evning - 19,22",13.93,15.69,0.058,0.06,NA,NA,NA,NA,234,2013-08-21 22:00:00
2652,"5Night - 23,2",12.92,15.035,0.058,0.06,NA,NA,NA,NA,234,2013-08-21 23:00:00
2653,"5Night - 23,2",12.57,14.92,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 00:00:00
2654,"5Night - 23,2",12.23,14.17,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 01:00:00
2655,"5Night - 23,2",10.79,13.28,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 02:00:00
2656,"6Erly Morn - 3,6",10.09,13.325,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 03:00:00
2657,"6Erly Morn - 3,6",11.8,14.345,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 04:00:00
2658,"6Erly Morn - 3,6",12.75,14.415,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 05:00:00
2659,"6Erly Morn - 3,6",10.74,13.535,0.058,0.061,NA,NA,NA,NA,234,2013-08-22 06:00:00
2660,"1Morning - 7,10",11.24,14.495,0.058,0.062,NA,NA,NA,NA,234,2013-08-22 07:00:00
2661,"1Morning - 7,10",13.01,16.03,0.058,0.062,NA,NA,NA,NA,234,2013-08-22 08:00:00
2662,"1Morning - 7,10",15.35,17.99,0.059,0.061,NA,NA,NA,NA,234,2013-08-22 09:00:00
2663,"1Morning - 7,10",20.1,21.165,0.059,0.062,NA,NA,NA,NA,234,2013-08-22 10:00:00
2664,"2Day - 11,14",21.6,21.85,0.06,0.06,NA,NA,NA,NA,234,2013-08-22 11:00:00
2665,"2Day - 11,14",24.38,23.42,0.061,0.057,NA,NA,NA,NA,235,2013-08-22 12:00:00
2666,"2Day - 11,14",24.36,22.705,0.061,0.053,NA,NA,NA,NA,235,2013-08-22 13:00:00
2667,"2Day - 11,14",24.08,22.35,0.061,0.05,NA,NA,NA,NA,235,2013-08-22 14:00:00
2668,"3Afternoon - 15,18",23.13,21.825,0.061,0.047,NA,NA,NA,NA,235,2013-08-22 15:00:00
2669,"3Afternoon - 15,18",24.14,22.29,0.06,0.045,NA,NA,NA,NA,235,2013-08-22 16:00:00
2670,"3Afternoon - 15,18",24.65,23.175,0.059,0.044,NA,NA,NA,NA,235,2013-08-22 17:00:00
2671,"3Afternoon - 15,18",23.67,22.29,0.059,0.043,NA,NA,NA,NA,235,2013-08-22 18:00:00
2672,"4Evning - 19,22",20.77,20.09,0.057,0.043,NA,NA,NA,NA,235,2013-08-22 19:00:00
2673,"4Evning - 19,22",16.8,17.27,0.057,0.044,NA,NA,NA,NA,235,2013-08-22 20:00:00
2674,"4Evning - 19,22",13.92,15.14,0.057,0.044,NA,NA,NA,NA,235,2013-08-22 21:00:00
2675,"4Evning - 19,22",11.34,13.78,0.057,0.044,NA,NA,NA,NA,235,2013-08-22 22:00:00
2676,"5Night - 23,2",10.06,12.91,0.057,0.045,NA,NA,NA,NA,235,2013-08-22 23:00:00
2677,"5Night - 23,2",9.3,12.44,0.057,0.045,NA,NA,NA,NA,235,2013-08-23 00:00:00
2678,"5Night - 23,2",9.14,12.045,0.057,0.046,NA,NA,NA,NA,235,2013-08-23 01:00:00
2679,"5Night - 23,2",8.17,11.47,0.057,0.046,NA,NA,NA,NA,235,2013-08-23 02:00:00
2680,"6Erly Morn - 3,6",7.613,11.08,0.057,0.046,NA,NA,NA,NA,235,2013-08-23 03:00:00
2681,"6Erly Morn - 3,6",8.28,11.355,0.057,0.047,NA,NA,NA,NA,235,2013-08-23 04:00:00
2682,"6Erly Morn - 3,6",9.21,12.275,0.057,0.047,NA,NA,NA,NA,235,2013-08-23 05:00:00
2683,"6Erly Morn - 3,6",11.7,14.105,0.057,0.048,NA,NA,NA,NA,235,2013-08-23 06:00:00
2684,"1Morning - 7,10",13.39,15.48,0.057,0.048,NA,NA,NA,NA,235,2013-08-23 07:00:00
2685,"1Morning - 7,10",15.66,17.395,0.057,0.048,NA,NA,NA,NA,235,2013-08-23 08:00:00
2686,"1Morning - 7,10",17.37,18.59,0.057,0.048,NA,NA,NA,NA,235,2013-08-23 09:00:00
2687,"1Morning - 7,10",18.05,19.39,0.058,0.048,NA,NA,NA,NA,235,2013-08-23 10:00:00
2688,"2Day - 11,14",19.33,20.92,0.058,0.048,NA,NA,NA,NA,235,2013-08-23 11:00:00
2689,"2Day - 11,14",20.19,21.23,0.058,0.047,NA,NA,NA,NA,236,2013-08-23 12:00:00
2690,"2Day - 11,14",20.16,21.67,0.058,0.047,NA,NA,NA,NA,236,2013-08-23 13:00:00
2691,"2Day - 11,14",19.6,21.15,0.058,0.047,NA,NA,NA,NA,236,2013-08-23 14:00:00
2692,"3Afternoon - 15,18",19.86,21.43,0.058,0.049,NA,NA,NA,NA,236,2013-08-23 15:00:00
2693,"3Afternoon - 15,18",21.83,22.355,0.058,0.048,NA,NA,NA,NA,236,2013-08-23 16:00:00
2694,"3Afternoon - 15,18",20.82,20.76,0.058,0.047,NA,NA,NA,NA,236,2013-08-23 17:00:00
2695,"3Afternoon - 15,18",18.8,19.245,0.057,0.048,NA,NA,NA,NA,236,2013-08-23 18:00:00
2696,"4Evning - 19,22",18.65,18.94,0.057,0.048,NA,NA,NA,NA,236,2013-08-23 19:00:00
2697,"4Evning - 19,22",16.46,17.285,0.057,0.047,NA,NA,NA,NA,236,2013-08-23 20:00:00
2698,"4Evning - 19,22",14.47,15.95,0.057,0.047,NA,NA,NA,NA,236,2013-08-23 21:00:00
2699,"4Evning - 19,22",13.37,15.27,0.057,0.048,NA,NA,NA,NA,236,2013-08-23 22:00:00
2700,"5Night - 23,2",12.49,15.015,0.057,0.048,NA,NA,NA,NA,236,2013-08-23 23:00:00
2701,"5Night - 23,2",12.82,15.185,0.057,0.048,NA,NA,NA,NA,236,2013-08-24 00:00:00
2702,"5Night - 23,2",12.82,15.145,0.058,0.058,NA,NA,NA,NA,236,2013-08-24 01:00:00
2703,"5Night - 23,2",13.02,15.075,0.064,0.109,NA,NA,NA,NA,236,2013-08-24 02:00:00
2704,"6Erly Morn - 3,6",13.8,15.25,0.08,0.123,NA,NA,NA,NA,236,2013-08-24 03:00:00
2705,"6Erly Morn - 3,6",14.08,15.33,0.087,0.106,NA,NA,NA,NA,236,2013-08-24 04:00:00
2706,"6Erly Morn - 3,6",14.41,15.32,0.089,0.103,NA,NA,NA,NA,236,2013-08-24 05:00:00
2707,"6Erly Morn - 3,6",14.79,15.335,0.09,0.098,NA,NA,NA,NA,236,2013-08-24 06:00:00
2708,"1Morning - 7,10",15.17,15.41,0.09,0.094,NA,NA,NA,NA,236,2013-08-24 07:00:00
2709,"1Morning - 7,10",14.35,15.04,0.093,0.1,NA,NA,NA,NA,236,2013-08-24 08:00:00
2710,"1Morning - 7,10",13.11,14.665,0.111,0.141,NA,NA,NA,NA,236,2013-08-24 09:00:00
2711,"1Morning - 7,10",14.07,15.92,0.113,0.109,NA,NA,NA,NA,236,2013-08-24 10:00:00
2712,"2Day - 11,14",15.81,17.915,0.111,0.101,NA,NA,NA,NA,236,2013-08-24 11:00:00
2713,"2Day - 11,14",17.19,19.02,0.109,0.093,NA,NA,NA,NA,237,2013-08-24 12:00:00
2714,"2Day - 11,14",17.25,18.795,0.106,0.084,NA,NA,NA,NA,237,2013-08-24 13:00:00
2715,"2Day - 11,14",16.93,18.46,0.103,0.077,NA,NA,NA,NA,237,2013-08-24 14:00:00
2716,"3Afternoon - 15,18",17.07,18.22,0.1,0.071,NA,NA,NA,NA,237,2013-08-24 15:00:00
2717,"3Afternoon - 15,18",15.86,17.095,0.096,0.066,NA,NA,NA,NA,237,2013-08-24 16:00:00
2718,"3Afternoon - 15,18",15.2,16.525,0.094,0.063,NA,NA,NA,NA,237,2013-08-24 17:00:00
2719,"3Afternoon - 15,18",17.7,17.385,0.092,0.062,NA,NA,NA,NA,237,2013-08-24 18:00:00
2720,"4Evning - 19,22",15.09,15.42,0.09,0.06,NA,NA,NA,NA,237,2013-08-24 19:00:00
2721,"4Evning - 19,22",11.93,13.94,0.088,0.06,NA,NA,NA,NA,237,2013-08-24 20:00:00
2722,"4Evning - 19,22",10.82,12.68,0.087,0.06,NA,NA,NA,NA,237,2013-08-24 21:00:00
2723,"4Evning - 19,22",8.9,11.625,0.087,0.06,NA,NA,NA,NA,237,2013-08-24 22:00:00
2724,"5Night - 23,2",8.27,11.4,0.086,0.06,NA,NA,NA,NA,237,2013-08-24 23:00:00
2725,"5Night - 23,2",8.26,10.955,0.085,0.06,NA,NA,NA,NA,237,2013-08-25 00:00:00
2726,"5Night - 23,2",7.017,9.66,0.085,0.06,NA,NA,NA,NA,237,2013-08-25 01:00:00
2727,"5Night - 23,2",5.154,8.45,0.084,0.06,NA,NA,NA,NA,237,2013-08-25 02:00:00
2728,"6Erly Morn - 3,6",3.742,7.288,0.083,0.06,NA,NA,NA,NA,237,2013-08-25 03:00:00
2729,"6Erly Morn - 3,6",2.56,6.34,0.083,0.06,NA,NA,NA,NA,237,2013-08-25 04:00:00
2730,"6Erly Morn - 3,6",2.248,5.7505,0.082,0.06,NA,NA,NA,NA,237,2013-08-25 05:00:00
2731,"6Erly Morn - 3,6",0.985,5.5945,0.082,0.061,NA,NA,NA,NA,237,2013-08-25 06:00:00
2732,"1Morning - 7,10",3.425,7.9105,0.081,0.061,NA,NA,NA,NA,237,2013-08-25 07:00:00
2733,"1Morning - 7,10",8.57,11.685,0.081,0.061,NA,NA,NA,NA,237,2013-08-25 08:00:00
2734,"1Morning - 7,10",14.92,15.495,0.082,0.062,NA,NA,NA,NA,237,2013-08-25 09:00:00
2735,"1Morning - 7,10",17.94,18.47,0.082,0.062,NA,NA,NA,NA,237,2013-08-25 10:00:00
2736,"2Day - 11,14",19.88,20.015,0.082,0.062,NA,NA,NA,NA,237,2013-08-25 11:00:00
2737,"2Day - 11,14",19.18,19.225,0.081,0.059,NA,NA,NA,NA,238,2013-08-25 12:00:00
2738,"2Day - 11,14",20.92,19.555,0.079,0.056,NA,NA,NA,NA,238,2013-08-25 13:00:00
2739,"2Day - 11,14",22.41,21.465,0.077,0.053,NA,NA,NA,NA,238,2013-08-25 14:00:00
2740,"3Afternoon - 15,18",21.51,21.81,0.075,0.05,NA,NA,NA,NA,238,2013-08-25 15:00:00
2741,"3Afternoon - 15,18",22.38,21.86,0.073,0.048,NA,NA,NA,NA,238,2013-08-25 16:00:00
2742,"3Afternoon - 15,18",22.31,21.91,0.072,0.047,NA,NA,NA,NA,238,2013-08-25 17:00:00
2743,"3Afternoon - 15,18",23.07,21.76,0.07,0.047,NA,NA,NA,NA,238,2013-08-25 18:00:00
2744,"4Evning - 19,22",22.4,20.57,0.07,0.047,NA,NA,NA,NA,238,2013-08-25 19:00:00
2745,"4Evning - 19,22",18.73,17.795,0.068,0.047,NA,NA,NA,NA,238,2013-08-25 20:00:00
2746,"4Evning - 19,22",15.04,15.435,0.068,0.047,NA,NA,NA,NA,238,2013-08-25 21:00:00
2747,"4Evning - 19,22",12.48,13.98,0.067,0.048,NA,NA,NA,NA,238,2013-08-25 22:00:00
2748,"5Night - 23,2",11.22,13.12,0.067,0.048,NA,NA,NA,NA,238,2013-08-25 23:00:00
2749,"5Night - 23,2",10.29,12.31,0.067,0.048,NA,NA,NA,NA,238,2013-08-26 00:00:00
2750,"5Night - 23,2",9.38,11.685,0.066,0.049,NA,NA,NA,NA,238,2013-08-26 01:00:00
2751,"5Night - 23,2",8.52,11.295,0.066,0.049,NA,NA,NA,NA,238,2013-08-26 02:00:00
2752,"6Erly Morn - 3,6",8.55,11.41,0.066,0.049,NA,NA,NA,NA,238,2013-08-26 03:00:00
2753,"6Erly Morn - 3,6",9.32,11.72,0.066,0.05,NA,NA,NA,NA,238,2013-08-26 04:00:00
2754,"6Erly Morn - 3,6",8.96,11.205,0.066,0.05,NA,NA,NA,NA,238,2013-08-26 05:00:00
2755,"6Erly Morn - 3,6",8.22,10.595,0.065,0.05,NA,NA,NA,NA,238,2013-08-26 06:00:00
2756,"1Morning - 7,10",8.47,11.785,0.065,0.05,NA,NA,NA,NA,238,2013-08-26 07:00:00
2757,"1Morning - 7,10",12.96,15.12,0.065,0.051,NA,NA,NA,NA,238,2013-08-26 08:00:00
2758,"1Morning - 7,10",18.39,18.85,0.066,0.052,NA,NA,NA,NA,238,2013-08-26 09:00:00
2759,"1Morning - 7,10",22,21.76,0.066,0.052,NA,NA,NA,NA,238,2013-08-26 10:00:00
2760,"2Day - 11,14",22.33,21.74,0.067,0.052,NA,NA,NA,NA,238,2013-08-26 11:00:00
2761,"2Day - 11,14",23.85,22.445,0.067,0.05,NA,NA,NA,NA,239,2013-08-26 12:00:00
2762,"2Day - 11,14",23.98,21.69,0.066,0.047,NA,NA,NA,NA,239,2013-08-26 13:00:00
2763,"2Day - 11,14",23.36,21.545,0.066,0.045,NA,NA,NA,NA,239,2013-08-26 14:00:00
2764,"3Afternoon - 15,18",22.81,21.385,0.065,0.043,NA,NA,NA,NA,239,2013-08-26 15:00:00
2765,"3Afternoon - 15,18",23.93,22.395,0.064,0.042,NA,NA,NA,NA,239,2013-08-26 16:00:00
2766,"3Afternoon - 15,18",24.71,23.19,0.063,0.041,NA,NA,NA,NA,239,2013-08-26 17:00:00
2767,"3Afternoon - 15,18",24.11,22.46,0.062,0.04,NA,NA,NA,NA,239,2013-08-26 18:00:00
2768,"4Evning - 19,22",21.32,20.3,0.061,0.041,NA,NA,NA,NA,239,2013-08-26 19:00:00
2769,"4Evning - 19,22",16.75,17.335,0.06,0.041,NA,NA,NA,NA,239,2013-08-26 20:00:00
2770,"4Evning - 19,22",14.41,16.68,0.06,0.042,NA,NA,NA,NA,239,2013-08-26 21:00:00
2771,"4Evning - 19,22",14.91,16.845,0.06,0.046,NA,NA,NA,NA,239,2013-08-26 22:00:00
2772,"5Night - 23,2",14.65,16.735,0.06,0.046,NA,NA,NA,NA,239,2013-08-26 23:00:00
2773,"5Night - 23,2",14.55,16.595,0.06,0.045,NA,NA,NA,NA,239,2013-08-27 00:00:00
2774,"5Night - 23,2",14.42,16.31,0.06,0.043,NA,NA,NA,NA,239,2013-08-27 01:00:00
2775,"5Night - 23,2",14.33,15.9,0.06,0.043,NA,NA,NA,NA,239,2013-08-27 02:00:00
2776,"6Erly Morn - 3,6",13.45,15.625,0.06,0.049,NA,NA,NA,NA,239,2013-08-27 03:00:00
2777,"6Erly Morn - 3,6",13.23,15.38,0.06,0.049,NA,NA,NA,NA,239,2013-08-27 04:00:00
2778,"6Erly Morn - 3,6",12.88,15.165,0.059,0.045,NA,NA,NA,NA,239,2013-08-27 05:00:00
2779,"6Erly Morn - 3,6",12.35,14.865,0.059,0.045,NA,NA,NA,NA,239,2013-08-27 06:00:00
2780,"1Morning - 7,10",12.25,14.88,0.059,0.045,NA,NA,NA,NA,239,2013-08-27 07:00:00
2781,"1Morning - 7,10",12.13,15.73,0.059,0.045,NA,NA,NA,NA,239,2013-08-27 08:00:00
2782,"1Morning - 7,10",14.12,17.595,0.059,0.045,NA,NA,NA,NA,239,2013-08-27 09:00:00
2783,"1Morning - 7,10",17.34,19.275,0.06,0.045,NA,NA,NA,NA,239,2013-08-27 10:00:00
2784,"2Day - 11,14",16.53,18.99,0.059,0.043,NA,NA,NA,NA,239,2013-08-27 11:00:00
2785,"2Day - 11,14",17.95,20.17,0.059,0.043,NA,NA,NA,NA,240,2013-08-27 12:00:00
2786,"2Day - 11,14",17.82,19.87,0.059,0.042,NA,NA,NA,NA,240,2013-08-27 13:00:00
2787,"2Day - 11,14",17.29,19.81,0.059,0.041,NA,NA,NA,NA,240,2013-08-27 14:00:00
2788,"3Afternoon - 15,18",17.33,19.785,0.059,0.04,NA,NA,NA,NA,240,2013-08-27 15:00:00
2789,"3Afternoon - 15,18",18.82,20.23,0.059,0.04,NA,NA,NA,NA,240,2013-08-27 16:00:00
2790,"3Afternoon - 15,18",18.2,19.285,0.06,0.039,NA,NA,NA,NA,240,2013-08-27 17:00:00
2791,"3Afternoon - 15,18",17.53,18.575,0.059,0.039,NA,NA,NA,NA,240,2013-08-27 18:00:00
2792,"4Evning - 19,22",16.43,17.685,0.059,0.039,NA,NA,NA,NA,240,2013-08-27 19:00:00
